FLIGHT NUMBER,DEP,ARR,DATE,TIME,WEEKDAY,PAX TRUE,PAX FALSE,PAX TOTAL
HT1234,LHR,DUB,2025-02-06,17:10,3,86,38,124
HT6578,PRG,MXP,2025-02-06,17:45,3,164,59,223
HT8069,MDA,CDG,2025-02-06,18:10,3,192,34,226
HT1839,RIX,PMI,2025-02-06,18:45,3,212,18,230
HT4447,FNC,OPO,2025-02-06,19:00,3,116,14,130
HT8601,DUB,LHR,2025-02-06,19:30,3,155,5,160
HT0928,TFN,LPA,2025-02-06,19:55,3,31,34,65
HT3245,MXP,PRG,2025-02-06,19:55,3,225,30,255
HT4125,CDG,MAD,2025-02-06,20:15,3,224,39,263
HT0922,LPA,TFN,2025-02-06,20:35,3,37,25,62
HT4505,BUD,KEF,2025-02-07,04:00,4,151,24,175
HT4858,LPL,LCA,2025-02-07,04:30,4,164,2,166
HT0928,TFN,LPA,2025-02-07,05:20,4,30,41,71
HT0922,LPA,TFN,2025-02-07,06:00,4,52,2,54
HT1650,FCO,CAG,2025-02-07,06:15,4,57,33,90
HT1234,LHR,DUB,2025-02-07,07:10,4,119,27,146
HT7614,CAG,FCO,2025-02-07,07:30,4,126,3,129
HT2087,MLA,FCO,2025-02-07,08:20,4,122,2,124
HT8601,DUB,LHR,2025-02-07,09:30,4,105,72,177
HT1517,FCO,MLA,2025-02-07,11:00,4,123,4,127
HT0928,TFN,LPA,2025-02-07,12:00,4,25,28,53
HT1234,LHR,DUB,2025-02-07,12:10,4,95,71,166
HT1650,FCO,CAG,2025-02-07,12:30,4,55,41,96
HT3677,TFN,BCN,2025-02-07,12:30,4,136,10,146
HT0922,LPA,TFN,2025-02-07,12:40,4,33,31,64
HT7614,CAG,FCO,2025-02-07,13:45,4,57,63,120
HT8069,MDA,CDG,2025-02-07,14:00,4,211,29,240
HT8601,DUB,LHR,2025-02-07,14:30,4,85,94,179
HT5089,LCA,LPL,2025-02-07,15:05,4,383,18,401
HT2087,MLA,FCO,2025-02-07,15:35,4,56,34,90
HT4125,CDG,MAD,2025-02-07,16:05,4,245,29,274
HT1650,FCO,CAG,2025-02-07,16:45,4,107,6,113
HT1234,LHR,DUB,2025-02-07,17:10,4,169,0,169
HT5996,KEF,BUD,2025-02-07,17:50,4,148,27,175
HT1517,FCO,MLA,2025-02-07,17:55,4,95,0,95
HT7614,CAG,FCO,2025-02-07,18:00,4,100,26,126
HT8069,MDA,CDG,2025-02-07,18:10,4,229,52,281
HT1028,LHR,TLS,2025-02-07,18:10,4,181,5,186
HT3704,TLS,LHR,2025-02-07,19:25,4,121,74,195
HT8601,DUB,LHR,2025-02-07,19:30,4,111,51,162
HT0928,TFN,LPA,2025-02-07,19:55,4,36,30,66
HT4125,CDG,MAD,2025-02-07,20:15,4,186,100,286
HT0922,LPA,TFN,2025-02-07,20:35,4,29,35,64
HT1028,LHR,TLS,2025-02-07,21:25,4,155,8,163
HT1385,BCN,TFN,2025-02-07,23:15,4,73,6,79
HT3704,TLS,LHR,2025-02-07,23:30,4,148,30,178
HT0928,TFN,LPA,2025-02-08,05:20,5,64,6,70
HT0922,LPA,TFN,2025-02-08,06:00,5,29,0,29
HT1650,FCO,CAG,2025-02-08,06:15,5,98,3,101
HT1234,LHR,DUB,2025-02-08,07:10,5,156,6,162
HT7614,CAG,FCO,2025-02-08,07:30,5,111,21,132
HT7132,MXP,SSH,2025-02-08,07:30,5,368,82,450
HT2087,MLA,FCO,2025-02-08,08:20,5,77,4,81
HT8601,DUB,LHR,2025-02-08,09:30,5,139,24,163
HT1517,FCO,MLA,2025-02-08,11:00,5,114,1,115
HT0928,TFN,LPA,2025-02-08,12:00,5,32,27,59
HT1234,LHR,DUB,2025-02-08,12:10,5,78,77,155
HT1650,FCO,CAG,2025-02-08,12:30,5,67,47,114
HT3677,TFN,BCN,2025-02-08,12:30,5,111,3,114
HT0922,LPA,TFN,2025-02-08,12:40,5,26,42,68
HT4540,DUS,RHO,2025-02-08,12:55,5,207,18,225
HT7614,CAG,FCO,2025-02-08,13:45,5,69,49,118
HT8601,DUB,LHR,2025-02-08,14:30,5,70,54,124
HT2087,MLA,FCO,2025-02-08,15:35,5,120,2,122
HT1650,FCO,CAG,2025-02-08,16:45,5,85,28,113
HT1234,LHR,DUB,2025-02-08,17:10,5,118,7,125
HT1517,FCO,MLA,2025-02-08,17:55,5,123,6,129
HT7614,CAG,FCO,2025-02-08,18:00,5,75,57,132
HT1028,LHR,TLS,2025-02-08,18:10,5,114,6,120
HT3704,TLS,LHR,2025-02-08,19:25,5,128,22,150
HT8601,DUB,LHR,2025-02-08,19:30,5,177,2,179
HT0928,TFN,LPA,2025-02-08,19:55,5,27,34,61
HT9943,SSH,MXP,2025-02-08,20:20,5,366,84,450
HT0922,LPA,TFN,2025-02-08,20:35,5,34,37,71
HT1255,RHO,DUS,2025-02-08,20:40,5,120,29,149
HT1028,LHR,TLS,2025-02-08,21:25,5,119,9,128
HT1385,BCN,TFN,2025-02-08,23:15,5,88,9,97
HT3704,TLS,LHR,2025-02-08,23:30,5,212,31,243
HT0928,TFN,LPA,2025-02-09,05:20,6,70,0,70
HT0922,LPA,TFN,2025-02-09,06:00,6,60,8,68
HT0928,TFN,LPA,2025-02-09,12:00,6,31,33,64
HT3677,TFN,BCN,2025-02-09,12:30,6,135,10,145
HT0922,LPA,TFN,2025-02-09,12:40,6,30,31,61
HT4540,DUS,RHO,2025-02-09,12:55,6,122,29,151
HT8069,MDA,CDG,2025-02-09,14:00,6,216,4,220
HT4125,CDG,MAD,2025-02-09,16:05,6,237,9,246
HT8069,MDA,CDG,2025-02-09,18:10,6,133,116,249
HT0928,TFN,LPA,2025-02-09,19:55,6,28,30,58
HT4125,CDG,MAD,2025-02-09,20:15,6,285,3,288
HT0922,LPA,TFN,2025-02-09,20:35,6,29,36,65
HT1255,RHO,DUS,2025-02-09,20:40,6,91,18,109
HT1385,BCN,TFN,2025-02-09,23:15,6,160,1,161
HT0928,TFN,LPA,2025-02-10,05:20,0,31,5,36
HT0922,LPA,TFN,2025-02-10,06:00,0,56,2,58
HT7636,OPO,FNC,2025-02-10,06:00,0,73,8,81
HT1650,FCO,CAG,2025-02-10,06:15,0,129,6,135
HT1234,LHR,DUB,2025-02-10,07:10,0,99,71,170
HT7614,CAG,FCO,2025-02-10,07:30,0,70,10,80
HT2087,MLA,FCO,2025-02-10,08:20,0,65,17,82
HT8601,DUB,LHR,2025-02-10,09:30,0,145,18,163
HT6578,PRG,MXP,2025-02-10,10:35,0,95,9,104
HT1517,FCO,MLA,2025-02-10,11:00,0,105,1,106
HT0928,TFN,LPA,2025-02-10,12:00,0,28,36,64
HT3245,MXP,PRG,2025-02-10,12:00,0,260,40,300
HT1234,LHR,DUB,2025-02-10,12:10,0,68,84,152
HT1650,FCO,CAG,2025-02-10,12:30,0,59,74,133
HT0922,LPA,TFN,2025-02-10,12:40,0,29,29,58
HT7614,CAG,FCO,2025-02-10,13:45,0,54,80,134
HT8601,DUB,LHR,2025-02-10,14:30,0,88,61,149
HT2087,MLA,FCO,2025-02-10,15:35,0,75,24,99
HT1650,FCO,CAG,2025-02-10,16:45,0,121,13,134
HT1234,LHR,DUB,2025-02-10,17:10,0,109,54,163
HT6578,PRG,MXP,2025-02-10,17:45,0,99,88,187
HT1517,FCO,MLA,2025-02-10,17:55,0,72,60,132
HT7614,CAG,FCO,2025-02-10,18:00,0,103,15,118
HT4447,FNC,OPO,2025-02-10,19:00,0,160,7,167
HT8601,DUB,LHR,2025-02-10,19:30,0,91,23,114
HT0928,TFN,LPA,2025-02-10,19:55,0,33,21,54
HT3245,MXP,PRG,2025-02-10,19:55,0,233,32,265
HT0922,LPA,TFN,2025-02-10,20:35,0,37,34,71
HT0928,TFN,LPA,2025-02-11,05:20,1,41,10,51
HT0922,LPA,TFN,2025-02-11,06:00,1,52,12,64
HT1234,LHR,DUB,2025-02-11,07:10,1,125,54,179
HT8601,DUB,LHR,2025-02-11,09:30,1,173,2,175
HT6578,PRG,MXP,2025-02-11,10:35,1,166,10,176
HT0928,TFN,LPA,2025-02-11,12:00,1,34,24,58
HT3245,MXP,PRG,2025-02-11,12:00,1,130,18,148
HT1234,LHR,DUB,2025-02-11,12:10,1,89,85,174
HT0922,LPA,TFN,2025-02-11,12:40,1,36,35,71
HT8069,MDA,CDG,2025-02-11,14:00,1,282,42,324
HT8601,DUB,LHR,2025-02-11,14:30,1,80,88,168
HT4125,CDG,MAD,2025-02-11,16:05,1,207,12,219
HT1234,LHR,DUB,2025-02-11,17:10,1,98,65,163
HT6578,PRG,MXP,2025-02-11,17:45,1,149,5,154
HT8069,MDA,CDG,2025-02-11,18:10,1,133,111,244
HT8601,DUB,LHR,2025-02-11,19:30,1,139,4,143
HT0928,TFN,LPA,2025-02-11,19:55,1,36,24,60
HT3245,MXP,PRG,2025-02-11,19:55,1,166,4,170
HT4125,CDG,MAD,2025-02-11,20:15,1,139,74,213
HT0922,LPA,TFN,2025-02-11,20:35,1,28,22,50
HT0928,TFN,LPA,2025-02-12,05:20,2,29,6,35
HT0922,LPA,TFN,2025-02-12,06:00,2,53,14,67
HT1650,FCO,CAG,2025-02-12,06:15,2,83,26,109
HT7614,CAG,FCO,2025-02-12,07:30,2,108,25,133
HT7132,MXP,SSH,2025-02-12,07:30,2,404,46,450
HT0928,TFN,LPA,2025-02-12,12:00,2,36,33,69
HT1650,FCO,CAG,2025-02-12,12:30,2,58,47,105
HT0922,LPA,TFN,2025-02-12,12:40,2,25,45,70
HT7614,CAG,FCO,2025-02-12,13:45,2,62,49,111
HT1650,FCO,CAG,2025-02-12,16:45,2,69,17,86
HT7614,CAG,FCO,2025-02-12,18:00,2,119,15,134
HT0928,TFN,LPA,2025-02-12,19:55,2,36,22,58
HT9943,SSH,MXP,2025-02-12,20:20,2,377,73,450
HT0922,LPA,TFN,2025-02-12,20:35,2,29,27,56
HT9072,PMI,RIX,2025-02-13,03:15,3,189,41,230
HT0928,TFN,LPA,2025-02-13,05:20,3,62,2,64
HT0922,LPA,TFN,2025-02-13,06:00,3,57,10,67
HT7636,OPO,FNC,2025-02-13,06:00,3,136,20,156
HT1234,LHR,DUB,2025-02-13,07:10,3,132,21,153
HT8601,DUB,LHR,2025-02-13,09:30,3,151,13,164
HT6578,PRG,MXP,2025-02-13,10:35,3,109,13,122
HT0928,TFN,LPA,2025-02-13,12:00,3,33,37,70
HT3245,MXP,PRG,2025-02-13,12:00,3,173,37,210
HT1234,LHR,DUB,2025-02-13,12:10,3,62,77,139
HT0922,LPA,TFN,2025-02-13,12:40,3,32,38,70
HT8069,MDA,CDG,2025-02-13,14:00,3,160,21,181
HT8601,DUB,LHR,2025-02-13,14:30,3,69,80,149
HT4125,CDG,MAD,2025-02-13,16:05,3,133,9,142
HT1234,LHR,DUB,2025-02-13,17:10,3,138,7,145
HT6578,PRG,MXP,2025-02-13,17:45,3,98,37,135
HT8069,MDA,CDG,2025-02-13,18:10,3,133,70,203
HT1839,RIX,PMI,2025-02-13,18:45,3,221,9,230
HT4447,FNC,OPO,2025-02-13,19:00,3,82,18,100
HT8601,DUB,LHR,2025-02-13,19:30,3,158,19,177
HT0928,TFN,LPA,2025-02-13,19:55,3,29,24,53
HT3245,MXP,PRG,2025-02-13,19:55,3,278,4,282
HT4125,CDG,MAD,2025-02-13,20:15,3,251,19,270
HT0922,LPA,TFN,2025-02-13,20:35,3,33,26,59
HT4505,BUD,KEF,2025-02-14,04:00,4,160,15,175
HT4858,LPL,LCA,2025-02-14,04:30,4,303,52,355
HT0928,TFN,LPA,2025-02-14,05:20,4,33,9,42
HT0922,LPA,TFN,2025-02-14,06:00,4,60,9,69
HT1650,FCO,CAG,2025-02-14,06:15,4,121,1,122
HT1234,LHR,DUB,2025-02-14,07:10,4,111,38,149
HT7614,CAG,FCO,2025-02-14,07:30,4,60,53,113
HT2087,MLA,FCO,2025-02-14,08:20,4,61,9,70
HT8601,DUB,LHR,2025-02-14,09:30,4,116,0,116
HT1517,FCO,MLA,2025-02-14,11:00,4,134,9,143
HT0928,TFN,LPA,2025-02-14,12:00,4,32,24,56
HT1234,LHR,DUB,2025-02-14,12:10,4,69,96,165
HT1650,FCO,CAG,2025-02-14,12:30,4,66,63,129
HT3677,TFN,BCN,2025-02-14,12:30,4,130,12,142
HT0922,LPA,TFN,2025-02-14,12:40,4,38,25,63
HT7614,CAG,FCO,2025-02-14,13:45,4,59,64,123
HT8069,MDA,CDG,2025-02-14,14:00,4,241,27,268
HT8601,DUB,LHR,2025-02-14,14:30,4,84,83,167
HT5089,LCA,LPL,2025-02-14,15:05,4,289,54,343
HT2087,MLA,FCO,2025-02-14,15:35,4,66,66,132
HT4125,CDG,MAD,2025-02-14,16:05,4,137,34,171
HT1650,FCO,CAG,2025-02-14,16:45,4,128,7,135
HT1234,LHR,DUB,2025-02-14,17:10,4,103,32,135
HT5996,KEF,BUD,2025-02-14,17:50,4,164,11,175
HT1517,FCO,MLA,2025-02-14,17:55,4,104,30,134
HT7614,CAG,FCO,2025-02-14,18:00,4,84,33,117
HT8069,MDA,CDG,2025-02-14,18:10,4,230,34,264
HT1028,LHR,TLS,2025-02-14,18:10,4,213,0,213
HT3704,TLS,LHR,2025-02-14,19:25,4,209,0,209
HT8601,DUB,LHR,2025-02-14,19:30,4,104,30,134
HT0928,TFN,LPA,2025-02-14,19:55,4,28,27,55
HT4125,CDG,MAD,2025-02-14,20:15,4,234,41,275
HT0922,LPA,TFN,2025-02-14,20:35,4,38,25,63
HT1028,LHR,TLS,2025-02-14,21:25,4,97,1,98
HT1385,BCN,TFN,2025-02-14,23:15,4,107,6,113
HT3704,TLS,LHR,2025-02-14,23:30,4,143,20,163
HT0928,TFN,LPA,2025-02-15,05:20,5,53,1,54
HT0922,LPA,TFN,2025-02-15,06:00,5,32,32,64
HT1650,FCO,CAG,2025-02-15,06:15,5,115,13,128
HT1234,LHR,DUB,2025-02-15,07:10,5,124,44,168
HT7614,CAG,FCO,2025-02-15,07:30,5,55,69,124
HT7132,MXP,SSH,2025-02-15,07:30,5,441,9,450
HT2087,MLA,FCO,2025-02-15,08:20,5,132,14,146
HT8601,DUB,LHR,2025-02-15,09:30,5,113,2,115
HT1517,FCO,MLA,2025-02-15,11:00,5,130,12,142
HT0928,TFN,LPA,2025-02-15,12:00,5,35,30,65
HT1234,LHR,DUB,2025-02-15,12:10,5,68,78,146
HT1650,FCO,CAG,2025-02-15,12:30,5,62,63,125
HT3677,TFN,BCN,2025-02-15,12:30,5,82,10,92
HT0922,LPA,TFN,2025-02-15,12:40,5,36,29,65
HT4540,DUS,RHO,2025-02-15,12:55,5,111,9,120
HT7614,CAG,FCO,2025-02-15,13:45,5,67,68,135
HT8601,DUB,LHR,2025-02-15,14:30,5,78,69,147
HT2087,MLA,FCO,2025-02-15,15:35,5,77,53,130
HT1650,FCO,CAG,2025-02-15,16:45,5,84,11,95
HT1234,LHR,DUB,2025-02-15,17:10,5,146,27,173
HT1517,FCO,MLA,2025-02-15,17:55,5,98,25,123
HT7614,CAG,FCO,2025-02-15,18:00,5,56,45,101
HT1028,LHR,TLS,2025-02-15,18:10,5,189,5,194
HT3704,TLS,LHR,2025-02-15,19:25,5,86,88,174
HT8601,DUB,LHR,2025-02-15,19:30,5,136,0,136
HT0928,TFN,LPA,2025-02-15,19:55,5,35,29,64
HT9943,SSH,MXP,2025-02-15,20:20,5,434,16,450
HT0922,LPA,TFN,2025-02-15,20:35,5,28,40,68
HT1255,RHO,DUS,2025-02-15,20:40,5,157,13,170
HT1028,LHR,TLS,2025-02-15,21:25,5,112,26,138
HT1385,BCN,TFN,2025-02-15,23:15,5,70,13,83
HT3704,TLS,LHR,2025-02-15,23:30,5,196,20,216
HT0928,TFN,LPA,2025-02-16,05:20,6,40,7,47
HT0922,LPA,TFN,2025-02-16,06:00,6,35,11,46
HT0928,TFN,LPA,2025-02-16,12:00,6,25,43,68
HT3677,TFN,BCN,2025-02-16,12:30,6,85,22,107
HT0922,LPA,TFN,2025-02-16,12:40,6,31,22,53
HT4540,DUS,RHO,2025-02-16,12:55,6,107,31,138
HT8069,MDA,CDG,2025-02-16,14:00,6,163,36,199
HT4125,CDG,MAD,2025-02-16,16:05,6,253,8,261
HT8069,MDA,CDG,2025-02-16,18:10,6,181,107,288
HT0928,TFN,LPA,2025-02-16,19:55,6,33,38,71
HT4125,CDG,MAD,2025-02-16,20:15,6,269,2,271
HT0922,LPA,TFN,2025-02-16,20:35,6,29,26,55
HT1255,RHO,DUS,2025-02-16,20:40,6,166,0,166
HT1385,BCN,TFN,2025-02-16,23:15,6,71,20,91
HT0928,TFN,LPA,2025-02-17,05:20,0,49,9,58
HT0922,LPA,TFN,2025-02-17,06:00,0,61,4,65
HT7636,OPO,FNC,2025-02-17,06:00,0,95,19,114
HT1650,FCO,CAG,2025-02-17,06:15,0,118,8,126
HT1234,LHR,DUB,2025-02-17,07:10,0,106,9,115
HT7614,CAG,FCO,2025-02-17,07:30,0,58,64,122
HT2087,MLA,FCO,2025-02-17,08:20,0,60,11,71
HT8601,DUB,LHR,2025-02-17,09:30,0,157,12,169
HT6578,PRG,MXP,2025-02-17,10:35,0,199,17,216
HT1517,FCO,MLA,2025-02-17,11:00,0,102,10,112
HT0928,TFN,LPA,2025-02-17,12:00,0,32,36,68
HT3245,MXP,PRG,2025-02-17,12:00,0,223,3,226
HT1234,LHR,DUB,2025-02-17,12:10,0,65,59,124
HT1650,FCO,CAG,2025-02-17,12:30,0,66,61,127
HT0922,LPA,TFN,2025-02-17,12:40,0,32,27,59
HT7614,CAG,FCO,2025-02-17,13:45,0,64,40,104
HT8601,DUB,LHR,2025-02-17,14:30,0,84,74,158
HT2087,MLA,FCO,2025-02-17,15:35,0,88,13,101
HT1650,FCO,CAG,2025-02-17,16:45,0,110,3,113
HT1234,LHR,DUB,2025-02-17,17:10,0,126,6,132
HT6578,PRG,MXP,2025-02-17,17:45,0,218,2,220
HT1517,FCO,MLA,2025-02-17,17:55,0,127,7,134
HT7614,CAG,FCO,2025-02-17,18:00,0,129,2,131
HT4447,FNC,OPO,2025-02-17,19:00,0,96,22,118
HT8601,DUB,LHR,2025-02-17,19:30,0,112,6,118
HT0928,TFN,LPA,2025-02-17,19:55,0,28,29,57
HT3245,MXP,PRG,2025-02-17,19:55,0,136,62,198
HT0922,LPA,TFN,2025-02-17,20:35,0,33,29,62
HT0928,TFN,LPA,2025-02-18,05:20,1,46,0,46
HT0922,LPA,TFN,2025-02-18,06:00,1,58,7,65
HT1234,LHR,DUB,2025-02-18,07:10,1,106,55,161
HT8601,DUB,LHR,2025-02-18,09:30,1,144,2,146
HT6578,PRG,MXP,2025-02-18,10:35,1,164,7,171
HT0928,TFN,LPA,2025-02-18,12:00,1,25,34,59
HT3245,MXP,PRG,2025-02-18,12:00,1,287,16,303
HT1234,LHR,DUB,2025-02-18,12:10,1,80,66,146
HT0922,LPA,TFN,2025-02-18,12:40,1,27,43,70
HT8069,MDA,CDG,2025-02-18,14:00,1,246,12,258
HT8601,DUB,LHR,2025-02-18,14:30,1,73,61,134
HT4125,CDG,MAD,2025-02-18,16:05,1,149,20,169
HT1234,LHR,DUB,2025-02-18,17:10,1,146,30,176
HT6578,PRG,MXP,2025-02-18,17:45,1,159,4,163
HT8069,MDA,CDG,2025-02-18,18:10,1,211,12,223
HT8601,DUB,LHR,2025-02-18,19:30,1,156,7,163
HT0928,TFN,LPA,2025-02-18,19:55,1,29,21,50
HT3245,MXP,PRG,2025-02-18,19:55,1,130,52,182
HT4125,CDG,MAD,2025-02-18,20:15,1,236,5,241
HT0922,LPA,TFN,2025-02-18,20:35,1,34,28,62
HT0928,TFN,LPA,2025-02-19,05:20,2,35,26,61
HT0922,LPA,TFN,2025-02-19,06:00,2,47,24,71
HT1650,FCO,CAG,2025-02-19,06:15,2,95,24,119
HT7614,CAG,FCO,2025-02-19,07:30,2,67,36,103
HT7132,MXP,SSH,2025-02-19,07:30,2,408,42,450
HT0928,TFN,LPA,2025-02-19,12:00,2,30,29,59
HT1650,FCO,CAG,2025-02-19,12:30,2,56,57,113
HT0922,LPA,TFN,2025-02-19,12:40,2,35,32,67
HT7614,CAG,FCO,2025-02-19,13:45,2,70,63,133
HT1650,FCO,CAG,2025-02-19,16:45,2,132,0,132
HT7614,CAG,FCO,2025-02-19,18:00,2,130,5,135
HT0928,TFN,LPA,2025-02-19,19:55,2,25,24,49
HT9943,SSH,MXP,2025-02-19,20:20,2,427,23,450
HT0922,LPA,TFN,2025-02-19,20:35,2,33,23,56
HT9072,PMI,RIX,2025-02-20,03:15,3,193,37,230
HT0928,TFN,LPA,2025-02-20,05:20,3,63,2,65
HT0922,LPA,TFN,2025-02-20,06:00,3,69,2,71
HT7636,OPO,FNC,2025-02-20,06:00,3,75,1,76
HT1234,LHR,DUB,2025-02-20,07:10,3,174,2,176
HT8601,DUB,LHR,2025-02-20,09:30,3,75,46,121
HT6578,PRG,MXP,2025-02-20,10:35,3,135,22,157
HT0928,TFN,LPA,2025-02-20,12:00,3,33,25,58
HT3245,MXP,PRG,2025-02-20,12:00,3,284,41,325
HT1234,LHR,DUB,2025-02-20,12:10,3,91,88,179
HT0922,LPA,TFN,2025-02-20,12:40,3,34,22,56
HT8069,MDA,CDG,2025-02-20,14:00,3,199,37,236
HT8601,DUB,LHR,2025-02-20,14:30,3,92,62,154
HT4125,CDG,MAD,2025-02-20,16:05,3,288,25,313
HT1234,LHR,DUB,2025-02-20,17:10,3,84,11,95
HT6578,PRG,MXP,2025-02-20,17:45,3,106,40,146
HT8069,MDA,CDG,2025-02-20,18:10,3,206,63,269
HT1839,RIX,PMI,2025-02-20,18:45,3,188,42,230
HT4447,FNC,OPO,2025-02-20,19:00,3,77,0,77
HT8601,DUB,LHR,2025-02-20,19:30,3,83,33,116
HT0928,TFN,LPA,2025-02-20,19:55,3,31,25,56
HT3245,MXP,PRG,2025-02-20,19:55,3,256,9,265
HT4125,CDG,MAD,2025-02-20,20:15,3,194,14,208
HT0922,LPA,TFN,2025-02-20,20:35,3,26,21,47
HT4505,BUD,KEF,2025-02-21,04:00,4,163,12,175
HT4858,LPL,LCA,2025-02-21,04:30,4,307,35,342
HT0928,TFN,LPA,2025-02-21,05:20,4,41,17,58
HT0922,LPA,TFN,2025-02-21,06:00,4,41,1,42
HT1650,FCO,CAG,2025-02-21,06:15,4,58,58,116
HT1234,LHR,DUB,2025-02-21,07:10,4,108,21,129
HT7614,CAG,FCO,2025-02-21,07:30,4,98,12,110
HT2087,MLA,FCO,2025-02-21,08:20,4,124,0,124
HT8601,DUB,LHR,2025-02-21,09:30,4,168,3,171
HT1517,FCO,MLA,2025-02-21,11:00,4,94,10,104
HT0928,TFN,LPA,2025-02-21,12:00,4,38,33,71
HT1234,LHR,DUB,2025-02-21,12:10,4,72,78,150
HT1650,FCO,CAG,2025-02-21,12:30,4,47,72,119
HT3677,TFN,BCN,2025-02-21,12:30,4,147,14,161
HT0922,LPA,TFN,2025-02-21,12:40,4,26,23,49
HT7614,CAG,FCO,2025-02-21,13:45,4,68,49,117
HT8069,MDA,CDG,2025-02-21,14:00,4,245,9,254
HT8601,DUB,LHR,2025-02-21,14:30,4,91,73,164
HT5089,LCA,LPL,2025-02-21,15:05,4,269,3,272
HT2087,MLA,FCO,2025-02-21,15:35,4,76,5,81
HT4125,CDG,MAD,2025-02-21,16:05,4,121,12,133
HT1650,FCO,CAG,2025-02-21,16:45,4,98,26,124
HT1234,LHR,DUB,2025-02-21,17:10,4,125,22,147
HT5996,KEF,BUD,2025-02-21,17:50,4,155,20,175
HT1517,FCO,MLA,2025-02-21,17:55,4,76,15,91
HT7614,CAG,FCO,2025-02-21,18:00,4,109,4,113
HT8069,MDA,CDG,2025-02-21,18:10,4,233,23,256
HT1028,LHR,TLS,2025-02-21,18:10,4,91,96,187
HT3704,TLS,LHR,2025-02-21,19:25,4,95,92,187
HT8601,DUB,LHR,2025-02-21,19:30,4,121,50,171
HT0928,TFN,LPA,2025-02-21,19:55,4,25,28,53
HT4125,CDG,MAD,2025-02-21,20:15,4,230,1,231
HT0922,LPA,TFN,2025-02-21,20:35,4,25,40,65
HT1028,LHR,TLS,2025-02-21,21:25,4,100,22,122
HT1385,BCN,TFN,2025-02-21,23:15,4,69,1,70
HT3704,TLS,LHR,2025-02-21,23:30,4,170,16,186
HT0928,TFN,LPA,2025-02-22,05:20,5,59,5,64
HT0922,LPA,TFN,2025-02-22,06:00,5,50,0,50
HT1650,FCO,CAG,2025-02-22,06:15,5,109,8,117
HT1234,LHR,DUB,2025-02-22,07:10,5,105,15,120
HT7614,CAG,FCO,2025-02-22,07:30,5,71,29,100
HT7132,MXP,SSH,2025-02-22,07:30,5,403,47,450
HT2087,MLA,FCO,2025-02-22,08:20,5,67,16,83
HT8601,DUB,LHR,2025-02-22,09:30,5,108,22,130
HT1517,FCO,MLA,2025-02-22,11:00,5,120,15,135
HT0928,TFN,LPA,2025-02-22,12:00,5,32,22,54
HT1234,LHR,DUB,2025-02-22,12:10,5,62,102,164
HT1650,FCO,CAG,2025-02-22,12:30,5,70,46,116
HT3677,TFN,BCN,2025-02-22,12:30,5,120,4,124
HT0922,LPA,TFN,2025-02-22,12:40,5,27,24,51
HT4540,DUS,RHO,2025-02-22,12:55,5,180,8,188
HT7614,CAG,FCO,2025-02-22,13:45,5,53,53,106
HT8601,DUB,LHR,2025-02-22,14:30,5,68,90,158
HT2087,MLA,FCO,2025-02-22,15:35,5,75,44,119
HT1650,FCO,CAG,2025-02-22,16:45,5,110,4,114
HT1234,LHR,DUB,2025-02-22,17:10,5,75,20,95
HT1517,FCO,MLA,2025-02-22,17:55,5,79,17,96
HT7614,CAG,FCO,2025-02-22,18:00,5,79,52,131
HT1028,LHR,TLS,2025-02-22,18:10,5,124,33,157
HT3704,TLS,LHR,2025-02-22,19:25,5,185,29,214
HT8601,DUB,LHR,2025-02-22,19:30,5,118,6,124
HT0928,TFN,LPA,2025-02-22,19:55,5,27,24,51
HT9943,SSH,MXP,2025-02-22,20:20,5,383,67,450
HT0922,LPA,TFN,2025-02-22,20:35,5,33,26,59
HT1255,RHO,DUS,2025-02-22,20:40,5,102,0,102
HT1028,LHR,TLS,2025-02-22,21:25,5,94,29,123
HT1385,BCN,TFN,2025-02-22,23:15,5,71,1,72
HT3704,TLS,LHR,2025-02-22,23:30,5,184,20,204
HT0928,TFN,LPA,2025-02-23,05:20,6,64,5,69
HT0922,LPA,TFN,2025-02-23,06:00,6,56,15,71
HT0928,TFN,LPA,2025-02-23,12:00,6,33,32,65
HT3677,TFN,BCN,2025-02-23,12:30,6,94,3,97
HT0922,LPA,TFN,2025-02-23,12:40,6,34,27,61
HT4540,DUS,RHO,2025-02-23,12:55,6,120,25,145
HT8069,MDA,CDG,2025-02-23,14:00,6,202,25,227
HT4125,CDG,MAD,2025-02-23,16:05,6,165,27,192
HT8069,MDA,CDG,2025-02-23,18:10,6,255,1,256
HT0928,TFN,LPA,2025-02-23,19:55,6,27,42,69
HT4125,CDG,MAD,2025-02-23,20:15,6,263,10,273
HT0922,LPA,TFN,2025-02-23,20:35,6,33,33,66
HT1255,RHO,DUS,2025-02-23,20:40,6,121,2,123
HT1385,BCN,TFN,2025-02-23,23:15,6,122,6,128
HT0928,TFN,LPA,2025-02-24,05:20,0,49,2,51
HT0922,LPA,TFN,2025-02-24,06:00,0,49,3,52
HT7636,OPO,FNC,2025-02-24,06:00,0,138,4,142
HT1650,FCO,CAG,2025-02-24,06:15,0,119,4,123
HT1234,LHR,DUB,2025-02-24,07:10,0,73,102,175
HT7614,CAG,FCO,2025-02-24,07:30,0,94,7,101
HT2087,MLA,FCO,2025-02-24,08:20,0,126,1,127
